,data,res
1766,251477287102,25
1767,251477287108,25
1768,251477287114,25
1769,251477287120,25
1770,251477287126,25
1771,251477287132,25
1772,251477287138,25
1773,251477287144,25
1774,251477287150,25
1775,251477287156,25
1776,251477287162,25
1777,251477287168,25
1778,251477287174,25
1779,251477287180,25
1780,251477287186,25
1781,251477287192,25
1782,251477287198,25
1783,251477287204,25
1784,251477287210,25
1785,251477287216,25
1786,251477287222,25
1787,251477287234,25
1788,251477287240,25
1789,251477287246,25
1790,251477287252,25
1791,251477287258,25
1792,251477287264,25
1793,251477287270,25
1794,251477287276,25
1795,251477287282,25
1796,251477287288,25
1797,251477287294,25
1798,251477287300,25
1799,251477287306,25
1800,251477287312,25
1801,251477287318,25
1802,251477287324,25
1803,251477287330,25
1804,251477287336,25
1805,251477287342,25
1806,251477287348,25
1807,251477287354,25
1808,251477287360,25
1809,251477287366,25
1810,251477287372,25
1811,251477287378,25
1812,251477287384,25
1813,251477287390,25
1814,251477287396,25
1815,251477287402,25
1816,251477287408,25
1817,501477139796,50
1818,501477139802,50
1819,501477139808,50
1820,501477139814,50
1821,501477139820,50
1822,501477139826,50
1823,501477139832,50
1824,501477139838,50
1825,501477139844,50
1826,501477139850,50
1827,501477139856,50
1828,501477139862,50
1829,501477139868,50
1830,501477139874,50
1831,501477139880,50
1832,501477139886,50
1833,501477139892,50
1834,501477139898,50
1835,501477139904,50
1836,501477139910,50
1837,501477139916,50
1838,501477139922,50
1839,501477139928,50
1840,501477139934,50
1841,501477139940,50
1842,501477139946,50
1843,501477139952,50
1844,501477139958,50
1845,501477139964,50
1846,501477139970,50
1847,501477140102,50
1848,501477140108,50
1849,501477140114,50
1850,501477140120,50
1851,501477140126,50
1852,501477140132,50
1853,501477140138,50
1854,501477140144,50
1855,501477140150,50
1856,501477140156,50
1857,501477140162,50
1858,501477140168,50
1859,501477140174,50
1860,501477140180,50
1861,501477140186,50
1862,501477140192,50
1863,501477140198,50
1864,501477140204,50
1865,501477140210,50
1866,501477140216,50
1867,501477140222,50
1868,501477140228,50
1869,501477140234,50
1870,501477140240,50
1871,501477140246,50
1872,501477140252,50
1873,501477140258,50
1874,501477140264,50
1875,501477140270,50
1876,501477140276,50
1877,501477144500,50
1878,501477144506,50
1879,501477144512,50
1880,501477144518,50
1881,501477144524,50
1882,501477144530,50
1883,501477144536,50
1884,501477144542,50
1885,501477144548,50
1886,501477144554,50
1887,501477144560,50
1888,501477144566,50
1889,501477144572,50
1890,501477144578,50
1891,501477144584,50
1892,501477144590,50
1893,501477144596,50
1894,501477144602,50
1895,501477144608,50
1896,501477144614,50
1897,501477144620,50
1898,501477144626,50
1899,501477144632,50
1900,501477144638,50
1901,501477144644,50
1902,501477144650,50
1903,501477144656,50
1904,501477144662,50
1905,501477144668,50
1906,501477144674,50
1907,501477144914,50
1908,501477144920,50
1909,501477144926,50
1910,501477144932,50
1911,501477144938,50
1912,501477144944,50
1913,501477144950,50
1914,501477144956,50
1915,501477144962,50
1916,501477145064,50
1917,501477145070,50
1918,501477145076,50
1919,501477145082,50
1920,501477145088,50
1921,501477145094,50
1922,501477145100,50
1923,501477145106,50
1924,501477145112,50
1925,501477145118,50
1926,501477145124,50
1927,501477145130,50
1928,501477145136,50
1929,501477145142,50
1930,501477145148,50
1931,501477145154,50
1932,501477145160,50
1933,501477145166,50
1934,501477145172,50
1935,501477145178,50
1936,501477145190,50
1937,501477145196,50
1938,501477145202,50
1939,501477145208,50
1940,501477145214,50
1941,501477145220,50
1942,501477145226,50
1943,501477145232,50
1944,501477145238,50
1945,501477192776,50
1946,501477192782,50
1947,501477192788,50
1948,501477192794,50
1949,501477192800,50
1950,501477192806,50
1951,501477192812,50
1952,501477192818,50
1953,501477192824,50
1954,501477192830,50
1955,501477192836,50
1956,501477192842,50
1957,501477192848,50
1958,501477192854,50
1959,501477192860,50
1960,501477192866,50
1961,501477192872,50
1962,501477192878,50
1963,501477192884,50
1964,501477192890,50
1965,501477192896,50
1966,501477192902,50
1967,501477192908,50
1968,501477192914,50
1969,501477192920,50
1970,501477192926,50
1971,501477192932,50
1972,501477192938,50
1973,501477192944,50
1974,501477192950,50
1975,501477192956,50
1976,501477192962,50
1977,501477192968,50
1978,501477192974,50
1979,501477192980,50
1980,501477192986,50
1981,501477192992,50
1982,501477192998,50
1983,501477193004,50
1984,501477193010,50
1985,501477193016,50
1986,501477193022,50
1987,501477193028,50
1988,501477193034,50
1989,501477193040,50
1990,501477193046,50
1991,501477193052,50
1992,501477193058,50
1993,501477193064,50
1994,501477193070,50
1995,501477193076,50
1996,501477193082,50
1997,501477193088,50
1998,501477193094,50
1999,501477193100,50
2000,501477193106,50
2001,501477193112,50
2002,501477193118,50
2003,501477193124,50
2004,501477193130,50
2005,501477193136,50
2006,501477193142,50
2007,501477193244,50
2008,501477193250,50
2009,501477193256,50
2010,501477193262,50
2011,501477193268,50
2012,501477193274,50
2013,501477193280,50
2014,501477193286,50
2015,501477193292,50
2016,501477193298,50
2017,501477193304,50
2018,501477193310,50
2019,501477193316,50
2020,501477193322,50
2021,501477193328,50
2022,501477193334,50
2023,501477193340,50
2024,501477193346,50
2025,501477193352,50
2026,501477193358,50
2027,501477193364,50
2028,501477193370,50
2029,501477193376,50
2030,501477193382,50
2031,501477193388,50
2032,501477193394,50
2033,501477193400,50
2034,501477193406,50
2035,501477193412,50
2036,501477193418,50
2037,501477193448,50
2038,501477193454,50
2039,501477193460,50
2040,501477193466,50
2041,501477193472,50
2042,501477193478,50
2043,501477193484,50
2044,501477193490,50
2045,501477193496,50
2046,501477193502,50
2047,501477193508,50
2048,501477193514,50
2049,501477193520,50
2050,501477193526,50
2051,501477193532,50
2052,501477193538,50
2053,501477193544,50
2054,501477193550,50
2055,501477193556,50
2056,501477193562,50
2057,501477193568,50
2058,501477193574,50
2059,501477193580,50
2060,501477193586,50
2061,501477193592,50
2062,501477193598,50
2063,501477193604,50
2064,501477193610,50
2065,501477193616,50
2066,501477193622,50
2067,501477193730,50
2068,501477193736,50
2069,501477193742,50
2070,501477193748,50
2071,501477193754,50
2072,501477193760,50
2073,501477193766,50
2074,501477193772,50
2075,501477193778,50
2076,501477193784,50
2077,501477193790,50
2078,501477193796,50
2079,501477193802,50
2080,501477193808,50
2081,501477193814,50
2082,501477193820,50
2083,501477193826,50
2084,501477193832,50
2085,501477193838,50
2086,501477193844,50
2087,501477193850,50
2088,501477193856,50
2089,501477193862,50
2090,501477193868,50
2091,501477193874,50
2092,501477193880,50
2093,501477193886,50
2094,501477193892,50
2095,501477193898,50
2096,501477193904,50
2097,501477193910,50
2098,501477194216,50
2099,501477194222,50
2100,501477194228,50
2101,501477194234,50
2102,501477194240,50
2103,501477194246,50
2104,501477194252,50
2105,501477194258,50
2106,501477194264,50
2107,501477194270,50
2108,501477194276,50
2109,501477194282,50
2110,501477194288,50
2111,501477194294,50
2112,501477194300,50
2113,501477194306,50
2114,501477194312,50
2115,501477194318,50
2116,501477194324,50
2117,501477194330,50
2118,501477194336,50
2119,501477194342,50
2120,501477194348,50
2121,501477194354,50
2122,501477194360,50
2123,501477194366,50
2124,501477194372,50
2125,501477194378,50
2126,501477194384,50
2127,501477194390,50
2128,501477194402,50
2129,501477194408,50
2130,501477194414,50
2131,501477194420,50
2132,501477194426,50
2133,501477194432,50
2134,501477194438,50
2135,501477194444,50
2136,501477194450,50
2137,501477194456,50
2138,501477194462,50
2139,501477194468,50
2140,501477194474,50
2141,501477194480,50
2142,501477194486,50
2143,501477194492,50
2144,501477194498,50
2145,501477194504,50
2146,501477194510,50
2147,501477194516,50
2148,501477194522,50
2149,501477194528,50
2150,501477194534,50
2151,501477194540,50
2152,501477194546,50
2153,501477194552,50
2154,501477194558,50
2155,501477194564,50
2156,501477194570,50
2157,501477194576,50
2158,501477281864,50
2159,501477281870,50
2160,501477281876,50
2161,501477281882,50
2162,501477281888,50
2163,501477281894,50
2164,501477281900,50
2165,501477281906,50
2166,501477281912,50
2167,501477281918,50
2168,501477281924,50
2169,501477281930,50
2170,501477281936,50
2171,501477281942,50
2172,501477281948,50
2173,501477281954,50
2174,501477281960,50
2175,501477281966,50
2176,501477281972,50
2177,501477281978,50
2178,501477281984,50
2179,501477281990,50
2180,501477281996,50
2181,501477282002,50
2182,501477282008,50
2183,501477282014,50
2184,501477282020,50
2185,501477282026,50
2186,501477282032,50
2187,501477282038,50
2188,501477282050,50
2189,501477282056,50
2190,501477282062,50
2191,501477282068,50
2192,501477282074,50
2193,501477282080,50
2194,501477282086,50
2195,501477282092,50
2196,501477282098,50
2197,501477282104,50
2198,501477282110,50
2199,501477282116,50
2200,501477282122,50
2201,501477282128,50
2202,501477282134,50
2203,501477282140,50
2204,501477282146,50
2205,501477282152,50
2206,501477282158,50
2207,501477282164,50
2208,501477282170,50
2209,501477282176,50
2210,501477282182,50
2211,501477282188,50
2212,501477282194,50
2213,501477282200,50
2214,501477282206,50
2215,501477282212,50
2216,501477282218,50
2217,501477282224,50
2218,501477282242,50
2219,501477282248,50
2220,501477282254,50
2221,501477282260,50
2222,501477282266,50
2223,501477282272,50
2224,501477282278,50
2225,501477282284,50
2226,501477282290,50
2227,501477282296,50
2228,501477282302,50
2229,501477282308,50
2230,501477282314,50
2231,501477282320,50
2232,501477282326,50
2233,501477282332,50
2234,501477282338,50
2235,501477282344,50
2236,501477282350,50
2237,501477282356,50
2238,501477282362,50
2239,501477282368,50
2240,501477282374,50
2241,501477282380,50
2242,501477282386,50
2243,501477282392,50
2244,501477282398,50
2245,501477282404,50
2246,501477282410,50
2247,501477282416,50
2248,501477282422,50
2249,501477282434,50
2250,501477282440,50
2251,501477282446,50
2252,501477282452,50
2253,501477282458,50
2254,501477282464,50
2255,501477282470,50
2256,501477282476,50
2257,501477282482,50
2258,501477282488,50
2259,501477282494,50
2260,501477282500,50
2261,501477282506,50
2262,501477282512,50
2263,501477282518,50
2264,501477282524,50
2265,501477282530,50
2266,501477282536,50
2267,501477282542,50
2268,501477282548,50
2269,501477282554,50
2270,501477282560,50
2271,501477282566,50
2272,501477282572,50
2273,501477282578,50
2274,501477282584,50
2275,501477282590,50
2276,501477282596,50
2277,501477282602,50
2278,501477282608,50
2279,501477282620,50
2280,501477282626,50
2281,501477282632,50
2282,501477282638,50
2283,501477282644,50
2284,501477282650,50
2285,501477282656,50
2286,501477282662,50
2287,501477282668,50
2288,501477282674,50
2289,501477282680,50
2290,501477282686,50
2291,501477282692,50
2292,501477282698,50
2293,501477282704,50
2294,501477282710,50
2295,501477282716,50
2296,501477282722,50
2297,501477282728,50
2298,501477282734,50
2299,501477282740,50
2300,501477282746,50
2301,501477282752,50
2302,501477282758,50
2303,501477282764,50
2304,501477282770,50
2305,501477282776,50
2306,501477282782,50
2307,501477282788,50
2308,501477282794,50
2309,501477282812,50
2310,501477282818,50
2311,501477282824,50
2312,501477282830,50
2313,501477282836,50
2314,501477282842,50
2315,501477282848,50
2316,501477282854,50
2317,501477282860,50
2318,501477282866,50
2319,501477282872,50
2320,501477282878,50
2321,501477282884,50
2322,501477282890,50
2323,501477282896,50
2324,501477282902,50
2325,501477282908,50
2326,501477282914,50
2327,501477282920,50
2328,501477282926,50
2329,501477282932,50
2330,501477282938,50
2331,501477282944,50
2332,501477282950,50
2333,501477282956,50
2334,501477282962,50
2335,501477282968,50
2336,501477282974,50
2337,501477282980,50
2338,501477282986,50
2339,501477283046,50
2340,501477283052,50
2341,501477283058,50
2342,501477283064,50
2343,501477283070,50
2344,501477283076,50
2345,501477283082,50
2346,501477283088,50
2347,501477283094,50
2348,501477283100,50
2349,501477283106,50
2350,501477283112,50
2351,501477283118,50
2352,501477283124,50
2353,501477283130,50
2354,501477283136,50
2355,501477283142,50
2356,501477283148,50
2357,501477283154,50
2358,501477283160,50
2359,501477283166,50
2360,501477283172,50
2361,501477283178,50
2362,501477283184,50
2363,501477283190,50
2364,501477283196,50
2365,501477283202,50
2366,501477283208,50
2367,501477283214,50
2368,501477283220,50
2369,501477283238,50
2370,501477283244,50
2371,501477283250,50
2372,501477283256,50
2373,501477283262,50
2374,501477283268,50
2375,501477283274,50
2376,501477283280,50
2377,501477283286,50
2378,501477283292,50
2379,501477283298,50
2380,501477283304,50
2381,501477283310,50
2382,501477283316,50
2383,501477283322,50
2384,501477283328,50
2385,501477283334,50
2386,501477283340,50
2387,501477283346,50
2388,501477283352,50
2389,501477283358,50
2390,501477283364,50
2391,501477283370,50
2392,501477283376,50
2393,501477283382,50
2394,501477283388,50
2395,501477283394,50
2396,501477283400,50
2397,501477283406,50
2398,501477283412,50
2399,501477283430,50
2400,501477283436,50
2401,501477283442,50
2402,501477283448,50
2403,501477283454,50
2404,501477283460,50
2405,501477283466,50
2406,501477283472,50
2407,501477283478,50
2408,501477283484,50
2409,501477283490,50
2410,501477283496,50
2411,501477283502,50
2412,501477283508,50
2413,501477283514,50
2414,501477283520,50
2415,501477283526,50
2416,501477283532,50
2417,501477283538,50
2418,501477283544,50
2419,501477283550,50
2420,501477283556,50
2421,501477283562,50
2422,501477283568,50
2423,501477283574,50
2424,501477283580,50
2425,501477283586,50
2426,501477283592,50
2427,501477283598,50
2428,501477283604,50
2429,501477290564,50
2430,501477290570,50
2431,501477290576,50
2432,501477290582,50
2433,501477290588,50
2434,501477290594,50
2435,501477290600,50
2436,501477290606,50
2437,501477290612,50
2438,501477290618,50
2439,501477290624,50
2440,501477290630,50
2441,501477290636,50
2442,501477290642,50
2443,501477290648,50
2444,501477290654,50
2445,501477290660,50
2446,501477290666,50
2447,501477290672,50
2448,501477290678,50
2449,501477290684,50
2450,501477290690,50
2451,501477290696,50
2452,501477290702,50
2453,501477290708,50
2454,501477290714,50
2455,501477290720,50
2456,501477290726,50
2457,501477290732,50
2458,501477290738,50
2459,51477145436,5
2460,51477145442,5
2461,51477145448,5
2462,51477145454,5
2463,51477145460,5
2464,51477145466,5
2465,51477145472,5
2466,51477145478,5
2467,51477145484,5
2468,51477145490,5
2469,51477145496,5
2470,51477145502,5
2471,51477145508,5
2472,51477145514,5
2473,51477145520,5
2474,51477145526,5
2475,51477145532,5
2476,51477145538,5
2477,51477145544,5
2478,51477145550,5
2479,51477145556,5
2480,51477145562,5
2481,51477145568,5
2482,51477145574,5
2483,51477145580,5
2484,51477145586,5
2485,51477145592,5
2486,51477145598,5
2487,51477145604,5
2488,51477145610,5
2489,51477145616,5
2490,51477146324,5
2491,51477146330,5
2492,51477146336,5
2493,51477146342,5
2494,51477146348,5
2495,51477146354,5
2496,51477146372,5
2497,51477146378,5
2498,51477146384,5
2499,51477146390,5
2500,51477146396,5
2501,51477146402,5
2502,51477146408,5
2503,51477146414,5
2504,51477146420,5
2505,51477146426,5
2506,51477146438,5
2507,51477146444,5
2508,51477146456,5
2509,51477146462,5
2510,51477146468,5
2511,51477146474,5
2512,51477146480,5
2513,51477146486,5
2514,51477146492,5
2515,51477146498,5
2516,51477146732,5
2517,51477146738,5
2518,51477146744,5
2519,51477146750,5
2520,51477146756,5
2521,51477146762,5
2522,51477146768,5
2523,51477146780,5
2524,51477146786,5
2525,51477146792,5
2526,51477146798,5
2527,51477146804,5
2528,51477146810,5
2529,51477146816,5
2530,51477146822,5
2531,51477146828,5
2532,51477146834,5
2533,51477146840,5
2534,51477146846,5
2535,51477146852,5
2536,51477146858,5
2537,51477146864,5
2538,51477146870,5
2539,51477146876,5
2540,51477146882,5
2541,51477146888,5
2542,51477146894,5
2543,51477146900,5
2544,51477146906,5
2545,51477146912,5
2546,51477146936,5
2547,51477146942,5
2548,51477146948,5
2549,51477146954,5
2550,51477146960,5
2551,51477146966,5
2552,51477146972,5
2553,51477146978,5
2554,51477146984,5
2555,51477146990,5
2556,51477146996,5
2557,51477147002,5
2558,51477147008,5
2559,51477147014,5
2560,51477147020,5
2561,51477147026,5
2562,51477147032,5
2563,51477147038,5
2564,51477147044,5
2565,51477147050,5
2566,51477147056,5
2567,51477147062,5
2568,51477147068,5
2569,51477147074,5
2570,51477147080,5
2571,51477147086,5
2572,51477147092,5
2573,51477147098,5
2574,51477147104,5
2575,51477156698,5
2576,51477156704,5
2577,51477156710,5
2578,51477156716,5
2579,51477156722,5
2580,51477156728,5
2581,51477156734,5
2582,51477156740,5
2583,51477156746,5
2584,51477156752,5
2585,51477156758,5
2586,51477156764,5
2587,51477156770,5
2588,51477156776,5
2589,51477156782,5
2590,51477156788,5
2591,51477156794,5
2592,51477156800,5
2593,51477156806,5
2594,51477156812,5
2595,51477156818,5
2596,51477156824,5
2597,51477156830,5
2598,51477156836,5
2599,51477156842,5
2600,51477156848,5
2601,51477156854,5
2602,51477156860,5
2603,51477156866,5
2604,51477156872,5
2605,51477188438,5
2606,51477188444,5
2607,51477188450,5
2608,51477188456,5
2609,51477188462,5
2610,51477188468,5
2611,51477188474,5
2612,51477188480,5
2613,51477188486,5
2614,51477188492,5
2615,51477188498,5
2616,51477188504,5
2617,51477188510,5
2618,51477188516,5
2619,51477188522,5
2620,51477188528,5
2621,51477188534,5
2622,51477188540,5
2623,51477188546,5
2624,51477188552,5
2625,51477188558,5
2626,51477188564,5
2627,51477188570,5
2628,51477188576,5
2629,51477188582,5
2630,51477188588,5
2631,51477188594,5
2632,51477188600,5
2633,51477188606,5
2634,51477188612,5
2635,51477188642,5
2636,51477188648,5
2637,51477188654,5
2638,51477188660,5
2639,51477188666,5
2640,51477188672,5
2641,51477188678,5
2642,51477188684,5
2643,51477188690,5
2644,51477188696,5
2645,51477188702,5
2646,51477188708,5
2647,51477188714,5
2648,51477188720,5
2649,51477188726,5
2650,51477188732,5
2651,51477188738,5
2652,51477188744,5
2653,51477188750,5
2654,51477188756,5
2655,51477188762,5
2656,51477188768,5
2657,51477188774,5
2658,51477188780,5
2659,51477188786,5
2660,51477188792,5
2661,51477188798,5
2662,51477188804,5
2663,51477188810,5
2664,51477188816,5
2665,51477188894,5
2666,51477188900,5
2667,51477188906,5
2668,51477188912,5
2669,51477188918,5
2670,51477188924,5
2671,51477188930,5
2672,51477188936,5
2673,51477188942,5
2674,51477188948,5
2675,51477188954,5
2676,51477188960,5
2677,51477188966,5
2678,51477188972,5
2679,51477188978,5
2680,51477188984,5
2681,51477188990,5
2682,51477188996,5
2683,51477189002,5
2684,51477189008,5
2685,51477189014,5
2686,51477189020,5
2687,51477189026,5
2688,51477189032,5
2689,51477189038,5
2690,51477189044,5
2691,51477189050,5
2692,51477189056,5
2693,51477189062,5
2694,51477189068,5
2695,51477189116,5
2696,51477189122,5
2697,51477189128,5
2698,51477189134,5
2699,51477189140,5
2700,51477189146,5
2701,51477189152,5
2702,51477189158,5
2703,51477189164,5
2704,51477189170,5
2705,51477189176,5
2706,51477189182,5
2707,51477189188,5
2708,51477189194,5
2709,51477189200,5
2710,51477189206,5
2711,51477189212,5
2712,51477189218,5
2713,51477189224,5
2714,51477189230,5
2715,51477189236,5
2716,51477189242,5
2717,51477189248,5
2718,51477189254,5
2719,51477189260,5
2720,51477189266,5
2721,51477189272,5
2722,51477189278,5
2723,51477189284,5
2724,51477189290,5
2725,51477189326,5
2726,51477189332,5
2727,51477189338,5
2728,51477189344,5
2729,51477189350,5
2730,51477189356,5
2731,51477189362,5
2732,51477189368,5
2733,51477189374,5
2734,51477189380,5
2735,51477189386,5
2736,51477189392,5
2737,51477189398,5
2738,51477189404,5
2739,51477189410,5
2740,51477189416,5
2741,51477189422,5
2742,51477189428,5
2743,51477189434,5
2744,51477189440,5
2745,51477189446,5
2746,51477189452,5
2747,51477189458,5
2748,51477189464,5
2749,51477189470,5
2750,51477189476,5
2751,51477189482,5
2752,51477189488,5
2753,51477189494,5
2754,51477189500,5
2755,51477289796,5
2756,51477289802,5
2757,51477289808,5
2758,51477289814,5
2759,51477289820,5
2760,51477289826,5
2761,51477289832,5
2762,51477289838,5
2763,51477289844,5
2764,51477289850,5
2765,51477289856,5
2766,51477289862,5
2767,51477289868,5
2768,51477289874,5
2769,51477289880,5
2770,51477289886,5
2771,51477289892,5
2772,51477289898,5
2773,51477289904,5
2774,51477289910,5
2775,51477289916,5
2776,51477289922,5
2777,51477289928,5
2778,51477289934,5
2779,51477289940,5
2780,51477289946,5
2781,51477289952,5
2782,51477289958,5
2783,51477289964,5
2784,51477289970,5
2785,51477289988,5
2786,51477289994,5
2787,51477290000,5
2788,51477290006,5
2789,51477290012,5
2790,51477290018,5
2791,51477290024,5
2792,51477290030,5
2793,51477290036,5
2794,51477290042,5
2795,51477290048,5
2796,51477290054,5
2797,51477290060,5
2798,51477290066,5
2799,51477290072,5
2800,51477290078,5
2801,51477290084,5
2802,51477290090,5
2803,51477290096,5
2804,51477290102,5
2805,51477290108,5
2806,51477290114,5
2807,51477290120,5
2808,51477290126,5
2809,51477290132,5
2810,51477290138,5
2811,51477290144,5
2812,51477290150,5
2813,51477290156,5
2814,51477290162,5
2815,51477290180,5
2816,51477290186,5
2817,51477290192,5
2818,51477290198,5
2819,51477290204,5
2820,51477290210,5
2821,51477290216,5
2822,51477290222,5
2823,51477290228,5
2824,51477290234,5
2825,51477290240,5
2826,51477290246,5
2827,51477290252,5
2828,51477290258,5
2829,51477290264,5
2830,51477290270,5
2831,51477290276,5
2832,51477290282,5
2833,51477290288,5
2834,51477290294,5
2835,51477290300,5
2836,51477290306,5
2837,51477290312,5
2838,51477290318,5
2839,51477290324,5
2840,51477290330,5
2841,51477290336,5
2842,51477290342,5
2843,51477290348,5
2844,51477290354,5
2845,51477290366,5
2846,51477290372,5
2847,51477290378,5
2848,51477290384,5
2849,51477290390,5
2850,51477290396,5
2851,51477290402,5
2852,51477290408,5
2853,51477290414,5
2854,51477290420,5
2855,51477290426,5
2856,51477290432,5
2857,51477290438,5
2858,51477290444,5
2859,51477290450,5
2860,51477290456,5
2861,51477290462,5
2862,51477290468,5
2863,51477290474,5
2864,51477290480,5
2865,51477290486,5
2866,51477290492,5
2867,51477290498,5
2868,51477290504,5
2869,51477290510,5
2870,51477290516,5
2871,51477290522,5
2872,51477290528,5
2873,51477290534,5
2874,51477290540,5
2875,51477290546,5
2876,51477290750,5
2877,51477290756,5
2878,51477290762,5
2879,51477290768,5
2880,51477290774,5
2881,51477290780,5
2882,51477290786,5
2883,51477290792,5
2884,51477290798,5
2885,51477290804,5
2886,51477290810,5
2887,51477290816,5
2888,51477290822,5
2889,51477290828,5
2890,51477290834,5
2891,51477290840,5
2892,51477290846,5
2893,51477290852,5
2894,51477290858,5
2895,51477290864,5
2896,51477290870,5
2897,51477290876,5
2898,51477290882,5
2899,51477290888,5
2900,51477290894,5
2901,51477290900,5
2902,51477290906,5
2903,51477290912,5
2904,51477290918,5
2905,51477290924,5
2906,51477290930,5
2907,51477290948,5
2908,51477290954,5
2909,51477290960,5
2910,51477290966,5
2911,51477290972,5
2912,51477290978,5
2913,51477290984,5
2914,51477290990,5
2915,51477290996,5
2916,51477291002,5
2917,51477291008,5
2918,51477291014,5
2919,51477291020,5
2920,51477291026,5
2921,51477291032,5
2922,51477291038,5
2923,51477291044,5
2924,51477291050,5
2925,51477291056,5
2926,51477291062,5
2927,51477291068,5
2928,51477291074,5
2929,51477291080,5
2930,51477291086,5
2931,51477291092,5
2932,51477291098,5
2933,51477291104,5
2934,51477291110,5
2935,51477291116,5
2936,51477291122,5
2937,51477291128,5
2938,51477291134,5
2939,51477291140,5
2940,51477291146,5
2941,51477291152,5
2942,51477291158,5
2943,51477291164,5
2944,51477291170,5
2945,51477291176,5
2946,51477291182,5
2947,51477291188,5
2948,51477291194,5
2949,51477291200,5
2950,51477291206,5
2951,51477291212,5
2952,51477291218,5
2953,51477291224,5
2954,51477291230,5
2955,51477291236,5
2956,51477291242,5
2957,51477291248,5
2958,51477291254,5
2959,51477291260,5
2960,51477291266,5
2961,51477291272,5
2962,51477291278,5
2963,51477291284,5
2964,51477291290,5
2965,51477291296,5
2966,51477291302,5
2967,51477291308,5
2968,51477291596,5
2969,51477291602,5
2970,51477291608,5
2971,51477291614,5
2972,51477291620,5
2973,51477291626,5
2974,51477291632,5
2975,51477291638,5
2976,51477291644,5
2977,51477291650,5
2978,51477291656,5
2979,51477291662,5
2980,51477291668,5
2981,51477291674,5
2982,51477291680,5
2983,51477291686,5
2984,51477291692,5
2985,51477291698,5
2986,51477291704,5
2987,51477291710,5
2988,51477291716,5
2989,51477291722,5
2990,51477291728,5
2991,51477291734,5
2992,51477291740,5
2993,51477291746,5
2994,51477291752,5
2995,51477291758,5
2996,51477291764,5
2997,51477291770,5
2998,51477291782,5
2999,51477291788,5
3000,51477291794,5
3001,51477291800,5
3002,51477291806,5
3003,51477291812,5
3004,51477291818,5
3005,51477291824,5
3006,51477291830,5
3007,51477291836,5
3008,51477291842,5
3009,51477291848,5
3010,51477291854,5
3011,51477291860,5
3012,51477291866,5
3013,51477291872,5
3014,51477291878,5
3015,51477291884,5
3016,51477291890,5
3017,51477291896,5
3018,51477291902,5
3019,51477291908,5
3020,51477291914,5
3021,51477291920,5
3022,51477291926,5
3023,51477291932,5
3024,51477291938,5
3025,51477291944,5
3026,51477291950,5
3027,51477291956,5
3028,51477291962,5
3029,51477291974,5
3030,51477291980,5
3031,51477291986,5
3032,51477291992,5
3033,51477291998,5
3034,51477292004,5
3035,51477292010,5
3036,51477292016,5
3037,51477292022,5
3038,51477292028,5
3039,51477292034,5
3040,51477292040,5
3041,51477292046,5
3042,51477292052,5
3043,51477292058,5
3044,51477292064,5
3045,51477292070,5
3046,51477292076,5
3047,51477292082,5
3048,51477292088,5
3049,51477292094,5
3050,51477292100,5
3051,51477292106,5
3052,51477292112,5
3053,51477292118,5
3054,51477292124,5
3055,51477292130,5
3056,51477292136,5
3057,51477292142,5
3058,51477292148,5
